product_id,product_name,category,sub_category,brand,price,discount_percent,stock_quantity,rating,is_available
PROD00124,Lenovo Smartphone,Electronics,Smartphone,Lenovo,74421.27,50,314,2.5,Available
PROD00125,Aashirvaad Honey,Grocery,Honey,Aashirvaad,25173.16,,2,2.2,Yes
PROD00126,Vector X Knee Cap,Sports,Knee Cap,Vector X,6389.69,25,18,2.9,No
PROD00127,Orient Biography,Books,Biography,Orient,71301.38,45,72,3.6,Yes
PROD00128,,Fashion,Dress,Biba,3995.18,23,186,3.3,Yes
PROD00129,HarperCollins Journal,Books,Journal,HarperCollins,13487.07,34,374,2.3,Yes
PROD00130,Samsung Power Bank,Electronics,Power Bank,Samsung,24194.22,57,170,2.9,No
PROD00131,Samsung Laptop,Electronics,Laptop,Samsung,20653.38,49,317,4.4,Yes
PROD00132,Manyavar Saree,Fashion,Saree,Manyavar,9999999,31,362,3.0,No
PROD00133,Reebok Dumbbells,Sports,,Reebok,0,56,374,1.5,Out of Stock
PROD00134,Orient Curtain,HOME & KITCHEN,Curtain,Orient,10515.37,38,230,4.1,Yes
PROD00135,Hawkins Mixer Grinder,Home & Kitchen,,Hawkins,68614.92,150,386,1.6,No
PROD00136,Biotique Shampoo,Beauty,Shampoo,Biotique,22375.38,46,165,2.9,No
PROD00137,Manyavar Jeans,Fashion,Jeans,Manyavar,-823.55,2,242,1.5,No
PROD00138,Nike Saree,Fashion,Saree,Nike,27870.83,10,-5,5.0,0
PROD00139,Realme Earbuds,Electronics,,Realme,39352.61,50,249,3.8,No
PROD00140,Zara Dress,Fashion,Dress,Zara,43649.66,12,291,4.9,No
PROD00141,WOW Toner,Beauty,Toner,WOW,21991.97,28,50,3.5,Yes
PROD00142,Lenovo Mouse,Electronics,Mouse,Lenovo,53473.25,8,412,,No
PROD00143,Tata Toor Dal,Grocery,Toor Dal,Tata,14894.99,45,147,4.5,No
PROD00144,Nike Shoes,Fashion,,Nike,42436.49,-10,279,6.5,yes
PROD00145,Britannia Honey,Grocery,Honey,,49633.38,60,456,3.4,
PROD00146,OnePlus Power Bank,,,OnePlus,63435.75,57,115,5.0,Yes
PROD00147,SG Water Jug,Sports,Water Jug,SG,14070.36,34,312,4.9,0
PROD00148,Puma Kurta,Fashion,Kurta,Puma,46016.94,48,367,0,
PROD00149,Samsung Laptop,Electronics,Laptop,Samsung,77663.66,58,463,2.2,Yes
PROD00150,FabIndia Shoes,FASHION,Shoes,,11325.19,0,106,2.5,
PROD00151,MRF Resistance Band,Sports,,MRF,23000.17,45,114,1.9,Out of Stock
PROD00152,Hawkins Pillow,Home & Kitchen,Pillow,Hawkins,59664.3,47,257,1.5,Available
PROD00153,OnePlus Smartwatch,ELECTRONICS,Smartwatch,OnePlus,68953.53,36,370,3.2,No
PROD00154,Dove Sunscreen,Beauty,Sunscreen,Dove,51647.59,31,345,3.5,yes
PROD00155,Decathlon Yoga Mat,Sports,,Decathlon,65274.04,48,82,1.6,Yes
PROD00156,Puma Belt,Fashion,Belt,Puma,-17295.48,33,205,4.2,Available
PROD00157,Nivia Dumbbells,Sports,Dumbbells,Nivia,6032.65,31,419,2.8,No
PROD00158,Biotique Moisturizer,Beauty,,Biotique,79381.83,12,90,4.3,No
PROD00159,Nike Dress,Fashion,Dress,Nike,48124.09,33,273,1.0,No
PROD00160,Arihant Textbook,Books,Textbook,,17563.5,7,185,4.9,No
PROD00161,Realme Speaker,Electronics,Speaker,Realme,79484.02,48,327,1.1,yes
PROD00162,Westland Textbook,Books,Textbook,Westland,38849.26,27,153,3.0,
PROD00163,W Dress,Fashion,Dress,W,38986.47,4,338,4.1,Out of Stock
PROD00164,W Jeans,Fashion,Jeans,W,74784.3,49,296,3.5,0
PROD00165,Samsung Speaker,Electronics,Speaker,,50950.67,36,210,4.5,no
PROD00166,Mi Smartwatch,Electronics,Smartwatch,Mi,38046.45,39,75,1.8,
PROD00167,Cosco Water Jug,Sports,Water Jug,Cosco,45012.49,22,292,3.0,no
PROD00168,Nivia Badminton Racket,Sports,,Nivia,8327.53,39,361,-1,no
PROD00169,Dove Hair Oil,BEAUTY,Hair Oil,Dove,20946.49,0,485,2.4,Yes
PROD00170,Apple Mouse,Electronics,Mouse,Apple,63494.09,27,58,2.8,No
PROD00171,Oxford Dictionary,Books,Dictionary,Oxford,14615.27,31,379,0,Yes
PROD00172,Fingerprint Journal,Books,Journal,Fingerprint,49753.66,6,201,4.1,Yes
PROD00173,Aashirvaad Biscuits,Grocery,Biscuits,Aashirvaad,69182.47,47,14,4.9,No
PROD00174,Nivia Water Jug,Sports,Water Jug,Nivia,68183.84,50,487,4.3,Yes
PROD00175,Orient Cookbook,Books,Cookbook,Orient,74686.1,55,373,3.4,0
PROD00176,Fingerprint Workbook,Books,Workbook,Fingerprint,5128.75,35,319,1.8,Yes
PROD00177,Haldiram Maggi,Grocery,Maggi,Haldiram,73771.19,52,-5,4.3,Yes
PROD00178,Bajaj Air Fryer,Home & Kitchen,Air Fryer,Bajaj,37672.0,1,408,4.0,Out of Stock
PROD00179,Rupa Workbook,Books,Workbook,Rupa,61955.36,26,221,3.0,yes
PROD00180,Nestle Honey,Grocery,Honey,Nestle,61140.28,30,24,4.7,Yes
PROD00181,Lenovo Earbuds,Electronics,Earbuds,Lenovo,58339.88,42,432,2.7,Yes
PROD00182,Arihant Comic,books,,Arihant,-59265.78,50,288,3.8,0
PROD00183,Himalaya Lipstick,BEAUTY,Lipstick,Himalaya,18786.68,19,11,2.9,No
PROD00184,Dove Toner,Beauty,Toner,Dove,0,45,253,2.6,Yes
PROD00185,Aashirvaad Amul Butter,Grocery,,Aashirvaad,9999999,1,61,4.1,No
PROD00186,H&M Saree,Fashion,Saree,H&M,1953.94,,469,2.2,Yes
PROD00187,Fingerprint Workbook,Books,Workbook,Fingerprint,21013.4,35,165,1.7,Yes
PROD00188,Adidas T-Shirt,Fashion,T-Shirt,Adidas,56160.71,11,16,1.6,Yes
PROD00189,ITC Green Tea,Grocery,Green Tea,ITC,14822.92,40,341,1.4,1
PROD00190,Nykaa Hair Oil,Beauty,Hair Oil,Nykaa,46494.65,17,307,2.7,Yes
PROD00191,Lenovo Smartwatch,Electronics,Smartwatch,Lenovo,37449.24,0,377,4.6,
PROD00192,Haldiram Basmati Rice,Grocery,Basmati Rice,Haldiram,76267.43,10,94,2.2,No
PROD00193,Westland Atlas,Books,Atlas,Westland,71437.64,57,436,4.2,Yes
PROD00194,Rupa Biography,Books,,Rupa,75571.9,51,338,3.0,Yes
PROD00195,Prestige Pressure Cooker,Home & Kitchen,Pressure Cooker,Prestige,9999999,36,204,3.9,no
PROD00196,MDH Maggi,Grocery,Maggi,MDH,282.92,21,144,,No
PROD00197,MDH Amul Butter,GROCERY,Amul Butter,MDH,63193.39,7,175,3.1,No
PROD00198,Vector X Resistance Band,Sports,Resistance Band,Vector X,22491.91,15,64,,Yes
PROD00199,Orient Water Bottle,Home & Kitchen,,Orient,16372.53,2,346,4.6,Yes
PROD00200,Garnier Kajal,Beauty,Kajal,Garnier,77031.54,1,433,1.5,Yes
PROD00201,Oxford Atlas,Books,Atlas,Oxford,60532.48,27,84,4.2,No
PROD00202,Orient Cookbook,Books,Cookbook,Orient,73660.66,60,156,3.9,Yes
PROD00203,HarperCollins Workbook,Books,Workbook,HarperCollins,70761.81,1,463,4.6,No
PROD00204,Manyavar Leggings,Fashion,Leggings,Manyavar,77720.95,-10,44,2.3,Yes
PROD00205,Burnish Knee Cap,sports,Knee Cap,Burnish,61533.14,47,390,,no
PROD00206,Cello Knife Set,home & kitchen,Knife Set,Cello,23796.37,5,188,1.4,Yes
PROD00207,Vector X Resistance Band,Sports,Resistance Band,Vector X,27436.04,22,428,3.3,No
PROD00208,HP Laptop,Electronics,,HP,23353.3,9,463,1.5,Yes
PROD00209,Fingerprint Workbook,books,Workbook,Fingerprint,0,2,453,6.5,No
PROD00210,W Saree,Fashion,Saree,W,73381.73,25,425,3.9,No
PROD00211,Haldiram Green Tea,Grocery,Green Tea,Haldiram,22039.02,23,220,2.0,No
PROD00212,Nike Shoes,Fashion,Shoes,Nike,61292.37,48,313,,Yes
PROD00213,L'Oreal Toner,Beauty,Toner,L'Oreal,55957.51,40,266,1.7,1
PROD00214,L'Oreal Moisturizer,Beauty,,L'Oreal,26730.41,11,208,1.1,Available
PROD00215,Philips Knife Set,Home & Kitchen,Knife Set,Philips,68976.54,46,40,2.3,no
PROD00216,Amul Atta,Grocery,Atta,Amul,62207.35,39,-5,1.3,No
PROD00217,Realme Tablet,ELECTRONICS,Tablet,,52076.21,16,147,3.2,Out of Stock
PROD00218,Burnish Skipping Rope,Sports,Skipping Rope,Burnish,14389.24,38,224,2.6,Yes
PROD00219,Adidas Dupatta,Fashion,Dupatta,Adidas,28173.26,3,430,2.7,No
PROD00220,Orient Biography,,Biography,Orient,18834.45,27,372,3.7,Yes
PROD00221,Manyavar Dress,Fashion,Dress,Manyavar,31296.17,9,170,1.6,Yes
PROD00222,OnePlus Power Bank,ELECTRONICS,Power Bank,OnePlus,15960.16,11,407,1.5,Yes
PROD00223,Oxford Biography,Books,Biography,Oxford,20817.38,-10,261,4.1,No
PROD00224,Mi Earbuds,Electronics,Earbuds,Mi,10527.87,22,283,2.4,Yes
PROD00225,Yonex Skipping Rope,Sports,Skipping Rope,Yonex,5750.06,2,496,2.5,No
PROD00226,Borosil Water Bottle,Home & Kitchen,Water Bottle,Borosil,34968.34,13,6,1.5,No
PROD00227,Nike T-Shirt,Fashion,T-Shirt,Nike,10479.53,40,311,4.3,Yes
PROD00228,Burnish Yoga Mat,Sports,Yoga Mat,Burnish,21995.17,44,341,2.1,No
PROD00229,Yonex Yoga Mat,Sports,Yoga Mat,Yonex,23040.73,20,351,1.8,Out of Stock
PROD00230,Westland Self Help Book,BOOKS,Self Help Book,Westland,50156.75,43,98,1.2,No
PROD00231,Adidas Football,Sports,,Adidas,35965.08,12,370,3.1,No
PROD00232,,Beauty,Serum,Biotique,23779.14,22,45,3.1,Yes
PROD00233,Nike Shoes,Fashion,Shoes,Nike,74255.3,51,111,3.2,1
PROD00234,Haldiram Green Tea,grocery,Green Tea,Haldiram,26021.88,45,183,1.2,Yes
PROD00235,Borosil Knife Set,Home & Kitchen,Knife Set,Borosil,58414.93,52,185,3.0,Yes
PROD00236,FabIndia T-Shirt,Fashion,,FabIndia,42363.67,21,401,2.2,No
PROD00237,Tupperware Mixer Grinder,Home & Kitchen,Mixer Grinder,Tupperware,51089.54,57,254,4.3,Yes
PROD00238,Tata Toor Dal,Grocery,Toor Dal,Tata,75803.48,60,-5,2.6,Yes
PROD00239,WOW Foundation,BEAUTY,Foundation,WOW,12378.25,,178,3.1,Yes
PROD00240,Samsung Tablet,Electronics,,Samsung,3646.14,41,461,4.0,Yes
PROD00241,Biba Dupatta,Fashion,,Biba,38972.52,150,363,2.5,
PROD00242,Reebok Football,Sports,Football,Reebok,24959.53,16,301,1.2,No
PROD00243,Milton Mixer Grinder,Home & Kitchen,Mixer Grinder,Milton,34316.43,15,29,1.1,No
PROD00244,Reebok Skipping Rope,Sports,Skipping Rope,Reebok,9999999,150,138,4.2,
PROD00245,,Beauty,Foundation,Garnier,36421.87,52,83,1.7,No
PROD00246,Samsung Keyboard,Electronics,Keyboard,Samsung,79093.4,29,349,3.8,No
PROD00247,Orient Atlas,Books,,Orient,7481.04,52,243,1.5,Yes
PROD00248,ITC Green Tea,Grocery,Green Tea,ITC,38719.64,44,458,2.1,1
PROD00249,Adidas Dumbbells,Sports,,Adidas,6253.85,37,126,3.5,Available
PROD00250,Dabur Saffola Oil,Grocery,Saffola Oil,Dabur,16273.56,25,282,4.4,No
PROD00251,HarperCollins Biography,Books,Biography,HarperCollins,12393.46,28,364,4.1,No
PROD00252,,FASHION,T-Shirt,W,43500.42,60,415,0,
PROD00253,Pigeon Water Bottle,Home & Kitchen,Water Bottle,Pigeon,63740.0,4,456,4.6,yes
PROD00254,Dell Charger,Electronics,Charger,Dell,46003.58,18,152,3.4,No
PROD00255,S.Chand Journal,,Journal,S.Chand,71324.8,29,181,3.3,No
PROD00256,Borosil Pillow,Home & Kitchen,Pillow,Borosil,73791.95,8,196,1.9,No
PROD00257,Milton Air Fryer,Home & Kitchen,Air Fryer,Milton,13063.12,43,428,2.0,Yes
PROD00258,MRF Dumbbells,Sports,Dumbbells,MRF,64818.25,33,141,4.8,Yes
PROD00259,Lakmé Shampoo,Beauty,Shampoo,Lakmé,9999999,25,250,6.5,Yes
PROD00260,Bajaj Air Fryer,HOME & KITCHEN,Air Fryer,Bajaj,56082.12,55,14,4.1,No
PROD00261,Puma Jacket,Fashion,Jacket,Puma,65944.59,14,483,1.5,No
PROD00262,Prestige Water Bottle,Home & Kitchen,Water Bottle,Prestige,60352.6,57,493,4.6,No
PROD00263,Dabur Saffola Oil,Grocery,Saffola Oil,Dabur,24336.12,53,289,3.5,No
PROD00264,Arihant Cookbook,Books,Cookbook,Arihant,78567.03,43,335,,Available
PROD00265,H&M Jeans,Fashion,,H&M,6084.95,45,47,2.1,Yes
PROD00266,HarperCollins Atlas,Books,Atlas,HarperCollins,24051.74,36,139,3.4,
PROD00267,Garnier Foundation,Beauty,Foundation,Garnier,76393.54,11,68,1.4,No
PROD00268,boAt Earbuds,Electronics,Earbuds,boAt,14926.91,55,240,1.6,No
PROD00269,Haldiram Amul Butter,Grocery,Amul Butter,Haldiram,79706.25,49,374,4.0,Available
PROD00270,FabIndia Kurta,Fashion,Kurta,FabIndia,,19,161,2.4,No
PROD00271,OnePlus Power Bank,Electronics,Power Bank,OnePlus,53234.82,45,31,1.9,Yes
PROD00272,MRF Resistance Band,Sports,Resistance Band,MRF,49740.71,1,260,1.2,Yes
PROD00273,Philips Mop,Home & Kitchen,Mop,Philips,14455.77,,359,1.2,Yes
PROD00274,Nivia Yoga Mat,Sports,Yoga Mat,Nivia,51494.61,48,31,1.2,No
PROD00275,L'Oreal Foundation,Beauty,Foundation,,65706.1,46,101,3.3,No
PROD00276,,Books,,Fingerprint,61532.27,12,137,2.0,1
PROD00277,Realme Smartwatch,Electronics,Smartwatch,Realme,24007.83,33,39,2.2,Yes
PROD00278,Prestige Pressure Cooker,Home & Kitchen,Pressure Cooker,Prestige,32369.39,50,245,1.2,Yes
PROD00279,Lakmé Face Wash,Beauty,Face Wash,Lakmé,34063.86,8,274,2.5,Yes
PROD00280,Britannia Amul Butter,Grocery,Amul Butter,Britannia,20263.32,,220,3.4,No
PROD00281,Haldiram Amul Butter,Grocery,Amul Butter,Haldiram,14503.05,53,258,4.9,No
PROD00282,S.Chand Textbook,Books,Textbook,S.Chand,11296.21,39,,2.2,Out of Stock
PROD00283,Nivea Lipstick,Beauty,Lipstick,Nivea,9999999,32,149,2.7,No
PROD00284,Orient Pressure Cooker,Home & Kitchen,Pressure Cooker,Orient,50643.93,48,128,1.0,Yes
PROD00285,Samsung Keyboard,Electronics,,Samsung,61053.87,54,281,3.7,1
PROD00286,Borosil Mop,Home & Kitchen,Mop,Borosil,43388.87,21,9,1.8,Yes
PROD00287,Mamaearth Kajal,Beauty,Kajal,Mamaearth,52674.05,12,408,3.6,Yes
PROD00288,Zara Jacket,Fashion,Jacket,Zara,35412.78,52,222,5.0,yes
PROD00289,JBL Speaker,Electronics,Speaker,JBL,32773.07,6,408,3.8,No
PROD00290,Disha Workbook,Books,Workbook,Disha,28106.85,33,43,4.0,No
PROD00291,Biba Belt,Fashion,Belt,Biba,14114.54,47,190,4.4,No
PROD00292,Yonex Badminton Racket,SPORTS,Badminton Racket,Yonex,79938.08,6,207,2.9,Yes
PROD00293,Nykaa Sunscreen,Beauty,Sunscreen,Nykaa,30097.58,29,285,3.9,Yes
PROD00294,Cello Mixer Grinder,Home & Kitchen,Mixer Grinder,,0,0,427,4.8,Available
PROD00295,Dell Earbuds,Electronics,,Dell,21350.32,50,28,3.0,Out of Stock
PROD00296,boAt Mouse,Electronics,Mouse,boAt,21976.68,21,317,3.9,Yes
PROD00297,Biotique Face Wash,Beauty,Face Wash,Biotique,63573.78,41,453,4.8,No
PROD00298,Samsung Laptop,Electronics,Laptop,Samsung,,10,465,3.3,Yes
PROD00299,Lenovo Charger,Electronics,Charger,Lenovo,54990.42,10,305,3.3,Yes
PROD00300,HarperCollins Cookbook,Books,,,0,17,168,2.0,No
